Date,kW,OAT,AHU_01_Discharge_Fan_01_Speed
2019-01-05 07:45:00,648.092,30.68226687,51.95
2019-01-05 08:00:00,636.8430000000001,31.385433199999998,52.0
2019-01-05 08:15:00,602.485,32.02080027,51.85
2019-01-05 08:30:00,579.061,32.61979993,51.88
2019-01-05 08:45:00,561.06,34.30206679999999,51.88
2019-01-05 09:00:00,554.46,35.5,51.77
2019-01-05 09:15:00,508.716,36.52086639,51.64
2019-01-05 09:30:00,507.34,37.86459986,51.57
2019-01-05 09:45:00,495.976,40.23956679999999,51.51
2019-01-05 10:00:00,465.06800000000004,42.45836639,51.52
2019-01-05 10:15:00,442.865,45.59373347,51.4
2019-01-05 10:30:00,428.23699999999997,46.52083333,51.41
2019-01-05 10:45:00,427.968,47.35416667,51.52
2019-01-05 11:00:00,418.45099999999996,48.5625,51.49
2019-01-05 11:15:00,409.543,49.97913361,51.54
2019-01-05 11:30:00,399.87199999999996,51.375,51.68
2019-01-05 11:45:00,400.971,52.48956679999999,52.01
2019-01-05 12:00:00,381.30300000000005,53.15626653,52.08
2019-01-05 12:15:00,387.575,53.6875,52.35
2019-01-05 12:30:00,388.028,54.375,52.56
2019-01-05 12:45:00,374.588,54.91666667,52.65
2019-01-05 13:00:00,346.97900000000004,55.75,52.81
2019-01-05 13:15:00,351.87300000000005,56.46873347,53.05
2019-01-05 13:30:00,355.185,56.875,53.27
2019-01-05 13:45:00,332.394,56.75,53.16
2019-01-05 14:00:00,310.56,56.83333333,0.0
2019-01-05 14:15:00,173.479,56.93753306,0.0
2019-01-05 14:30:00,131.04,56.76040014,0.0
2019-01-05 14:45:00,136.248,56.71873347,0.0
2019-01-05 15:00:00,134.72799999999998,56.52083333,0.0
2019-01-05 15:15:00,128.909,56.05209986,0.0
2019-01-05 15:30:00,128.194,55.70833333,0.0
2019-01-05 15:45:00,141.94299999999998,55.29166667,0.0
2019-01-05 16:00:00,131.041,54.91666667,0.0
2019-01-05 16:15:00,124.17399999999999,54.76040014,0.0
2019-01-05 16:30:00,156.236,54.24996694,0.0
2019-01-05 16:45:00,132.599,53.79163361,0.0
2019-01-05 17:00:00,134.509,53.23956679999999,0.0
2019-01-05 17:15:00,139.127,52.6875,0.0
2019-01-05 17:30:00,130.106,52.0,0.0
2019-01-05 17:45:00,145.17700000000002,52.69790014,0.0
2019-01-05 18:00:00,140.73,52.48956679999999,0.0
2019-01-05 18:15:00,145.132,52.04166667,0.0
2019-01-05 18:30:00,147.75,51.28123347,0.0
2019-01-05 18:45:00,153.645,50.11459986,0.0
2019-01-05 19:00:00,143.034,49.27083333,0.0
2019-01-05 19:15:00,142.61,49.19790014,0.0
2019-01-05 19:30:00,144.037,48.88540014,0.0
2019-01-05 19:45:00,156.429,48.4375,0.0
2019-01-05 20:00:00,148.825,47.67713292,0.0
2019-01-05 20:15:00,150.385,47.38543320000001,0.0
2019-01-05 20:30:00,156.217,46.57290014,0.0
2019-01-05 20:45:00,140.304,46.43746694,0.0
2019-01-05 21:00:00,166.08700000000002,46.54166667,0.0
2019-01-05 21:15:00,152.175,46.11456679999999,0.0
2019-01-05 21:30:00,152.72,45.82290014,0.0
2019-01-05 21:45:00,159.515,45.52083333,0.0
2019-01-05 22:00:00,154.22299999999998,44.85416667,0.0
2019-01-05 22:15:00,149.857,44.77083333,0.0
2019-01-05 22:30:00,156.756,44.39580027,0.0
2019-01-05 22:45:00,158.58100000000002,44.51040014,0.0
2019-01-05 23:00:00,155.972,44.69790014,0.0
2019-01-05 23:15:00,165.517,43.84373347,0.0
2019-01-05 23:30:00,159.056,43.96873347,0.0
2019-01-05 23:45:00,155.862,42.64583333,0.0
2019-01-06 00:00:00,170.343,42.08333333,0.0
2019-01-06 00:15:00,154.572,42.32293320000001,0.0
2019-01-06 00:30:00,167.324,42.16666667,0.0
2019-01-06 00:45:00,185.255,41.41663361,0.0
2019-01-06 01:00:00,160.4,40.34373347,0.0
